id,look,smell,taste,feel,overall,score
45794,4.125,4.416666666666667,4.25,4.291666666666667,4.25,4.286666666666666
58357,4.0,4.0,4.5,4.0,4.0,4.199999999999999
203273,3.8620689655172415,4.077586206896552,3.9741379310344827,3.9655172413793105,3.9482758620689653,3.9879310344827585
334646,4.7,4.4,4.55,4.6,4.55,4.5280000000000005
84672,3.75,3.25,3.375,3.6875,3.375,3.4
97857,3.75,4.125,4.0,3.75,4.0,3.99
197283,4.416666666666667,4.583333333333333,4.416666666666667,4.5,4.416666666666667,4.466666666666666
262202,3.9313725490196076,4.0,3.980392156862745,3.965686274509804,4.0,3.9866666666666664
168827,4.0625,3.9375,4.0625,4.0,4.0,4.015000000000001
53575,3.9583333333333335,3.9583333333333335,3.9652777777777777,3.9166666666666665,3.9791666666666665,3.9619444444444443
160117,3.875,3.8125,3.8125,3.9375,3.8125,3.83
13754,3.7916666666666665,3.9166666666666665,3.9583333333333335,3.5833333333333335,4.0,3.91
97611,3.5,3.625,4.25,4.25,3.875,3.9800000000000004
289852,4.09375,4.09375,4.0625,3.96875,4.09375,4.07125
231158,3.85,3.95,4.3,3.95,4.15,4.1259999999999994
342421,4.1875,4.125,4.25,4.125,4.1875,4.192500000000001
258856,4.176470588235294,4.25,4.272058823529412,4.1838235294117645,4.213235294117647,4.24235294117647
91082,3.8214285714285716,3.5714285714285716,3.6785714285714284,3.6785714285714284,3.6785714285714284,3.662857142857143
271899,4.2,4.1,4.2,4.2,4.2,4.176
213688,4.191666666666666,4.291666666666667,4.208333333333333,4.141666666666667,4.2,4.221333333333334
72174,3.625,2.8125,3.0,3.25,3.375,3.0925
116957,4.15,4.45,4.3,4.3,4.3,4.327999999999999
43776,3.8,3.4,3.6,3.5,3.6,3.554
139366,4.125,4.125,4.0,4.125,4.0,4.05
318569,4.111111111111111,3.9166666666666665,3.861111111111111,3.9166666666666665,3.861111111111111,3.8966666666666665
90371,4.0,4.375,4.375,4.0,4.25,4.295
104682,4.5,3.875,4.0,4.375,4.125,4.0649999999999995
153201,4.214285714285714,4.267857142857143,4.428571428571429,4.267857142857143,4.321428571428571,4.341428571428571
327549,3.962962962962963,3.9060846560846563,3.941798941798942,3.914021164021164,3.921957671957672,3.929417989417991
152838,3.9166666666666665,3.5833333333333335,3.4583333333333335,3.7916666666666665,3.4583333333333335,3.5516666666666663
75767,3.90625,4.1875,4.09375,4.0625,4.03125,4.09
366896,3.75,3.75,3.875,4.0625,3.875,3.8575
96682,3.375,2.9375,3.0,2.9375,2.9375,2.9924999999999997
142974,4.012521222410866,3.880942275042445,3.8713921901528012,3.860993208828523,3.872453310696095,3.8833361629881185
25357,3.8125,4.0,4.0,3.5625,3.9375,3.9325
126011,3.5,3.5,3.25,3.0,3.375,3.325
334988,4.5,4.3125,4.5,4.25,4.375,4.4075
31931,3.4336622807017543,3.6080043859649122,3.3338815789473686,3.3601973684210527,3.383223684210526,3.4194078947368465
30375,4.0,3.9166666666666665,3.9166666666666665,3.888888888888889,4.055555555555555,3.946666666666667
275235,4.096153846153846,4.019230769230769,3.9615384615384617,4.0,3.9615384615384617,3.9892307692307685
56395,3.3333333333333335,4.333333333333333,4.166666666666667,4.333333333333333,4.0,4.14
323391,4.416666666666667,3.8333333333333335,4.25,4.25,4.166666666666667,4.146666666666667
306128,4.0625,4.125,4.1875,4.0625,4.1875,4.154999999999999
111280,4.111111111111111,3.861111111111111,4.0,3.9166666666666665,3.9444444444444446,3.954444444444444
152127,4.066770186335404,4.108695652173913,4.161490683229814,4.0729813664596275,4.1063664596273295,4.125093167701866
254601,3.7954545454545454,3.727272727272727,3.727272727272727,3.727272727272727,3.75,3.7372727272727273
87061,3.875,4.175,4.15,4.175,4.175,4.147
282230,4.1875,4.3125,4.1875,4.125,4.1875,4.2124999999999995
212328,4.1875,4.28125,4.1875,4.1875,4.21875,4.217499999999999
320558,3.6666666666666665,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.75,3.81
77671,3.823529411764706,3.7058823529411766,3.7794117647058822,3.8676470588235294,3.823529411764706,3.7841176470588245
94278,4.0,3.75,3.75,4.0,3.625,3.7649999999999997
277914,4.083333333333333,3.8333333333333335,3.9166666666666665,4.0,3.8333333333333335,3.9
84114,3.6875,3.6875,3.625,3.6875,3.4375,3.6125
171582,4.25,4.333333333333333,4.25,4.166666666666667,4.333333333333333,4.28
321013,4.15,3.9,3.85,4.0,3.9,3.908
149097,3.884493670886076,3.829113924050633,3.814873417721519,3.7602848101265822,3.7974683544303796,3.815632911392405
21754,3.125,3.2083333333333335,3.375,3.4583333333333335,3.625,3.3783333333333334
84488,4.111111111111111,4.072222222222222,4.138888888888889,4.072222222222222,4.122222222222222,4.1131111111111105
123709,4.142857142857143,4.107142857142857,4.107142857142857,4.142857142857143,4.071428571428571,4.107142857142857
73057,3.6666666666666665,3.6666666666666665,3.6666666666666665,4.0,3.6666666666666665,3.6999999999999997
164613,4.5,4.291666666666667,3.9166666666666665,4.291666666666667,4.125,4.121666666666667
149696,4.166666666666667,3.9166666666666665,3.9166666666666665,4.0,4.0,3.9599999999999995
37113,4.128235294117647,4.393529411764706,4.422058823529412,4.219705882352941,4.315882352941176,4.357564705882351
94967,3.951388888888889,3.861111111111111,3.951388888888889,3.923611111111111,3.8819444444444446,3.9152777777777783
143530,3.75,3.5357142857142856,3.5357142857142856,3.642857142857143,3.5714285714285716,3.5671428571428576
131384,4.75,4.5,4.5,4.25,4.5,4.49
102903,4.1824324324324325,4.177927927927928,4.18018018018018,4.126126126126126,4.173423423423423,4.175315315315316
314573,4.5,4.583333333333333,4.5,4.5,4.5,4.52
34129,4.163636363636364,4.157272727272727,4.161212121212121,4.116363636363636,4.152121212121212,4.1561696969697
277827,4.0,4.15,4.275,4.125,4.25,4.211
252661,3.9166666666666665,4.083333333333333,4.25,4.25,4.166666666666667,4.176666666666667
110421,3.7,3.5,3.55,3.8,3.55,3.5739999999999994
310295,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,4.0,3.936666666666667
197326,4.0,4.075,4.175,4.1,4.1,4.12
226046,3.8333333333333335,3.9166666666666665,3.75,3.9166666666666665,3.8333333333333335,3.83
113744,4.375,4.375,4.5,4.25,4.25,4.390000000000001
178738,3.7916666666666665,3.9166666666666665,3.875,3.875,3.9166666666666665,3.8900000000000006
206881,3.6136363636363638,3.340909090909091,3.409090909090909,3.409090909090909,3.3636363636363638,3.397272727272727
101179,4.1875,4.284722222222222,4.25,4.236111111111111,4.243055555555555,4.253333333333335
259188,4.104014598540146,3.8649635036496353,3.8813868613138687,3.9306569343065694,3.8795620437956204,3.8975912408759132
120552,4.138888888888889,4.194444444444445,4.083333333333333,4.055555555555555,4.083333333333333,4.111111111111112
112963,3.5,3.75,3.75,3.5,3.75,3.71
305226,4.125,4.0,4.125,4.125,4.1875,4.109999999999999
50752,4.305921052631579,4.3256578947368425,4.336184210526316,4.128947368421053,4.143421052631579,4.2726842105263145
35220,4.0,2.75,3.25,3.5,3.75,3.3
61621,4.136363636363637,4.045454545454546,4.0,4.2272727272727275,3.909090909090909,4.0236363636363635
51316,3.9,3.4,3.7,3.4,3.8,3.63
132724,3.75,3.25,3.25,3.75,3.5,3.38
312698,3.8333333333333335,3.5833333333333335,3.6666666666666665,3.8333333333333335,3.5833333333333335,3.66
130302,3.9375,3.75,3.875,3.75,3.8125,3.8249999999999997
63031,3.9285714285714284,4.154761904761905,4.238095238095238,4.158730158730159,4.218253968253968,4.18777777777778
220947,4.125457875457876,4.221611721611722,4.178571428571429,4.105311355311355,4.163919413919414,4.1775091575091565
268665,3.6875,3.75,3.75,3.875,3.8125,3.7725
88884,4.061881188118812,3.772277227722772,3.866336633663366,3.868811881188119,3.8465346534653464,3.854059405940593
245325,4.166666666666667,4.083333333333333,4.166666666666667,4.083333333333333,4.083333333333333,4.123333333333334
231186,3.9375,3.875,4.0,3.9375,3.875,3.9375
263132,3.9,3.75,3.75,3.7,3.8,3.7659999999999996
284569,4.5,4.638888888888889,4.555555555555555,4.583333333333333,4.583333333333333,4.5811111111111105
166534,3.9583333333333335,4.083333333333333,4.263888888888889,4.097222222222222,4.166666666666667,4.167777777777777
51107,3.75,4.125,4.375,3.75,4.25,4.19
42608,4.125,4.125,4.1875,4.0,3.875,4.0874999999999995
310456,4.160714285714286,4.214285714285714,4.160714285714286,4.107142857142857,4.178571428571429,4.174285714285714
300628,3.9082278481012658,3.8164556962025316,3.8069620253164556,3.8164556962025316,3.800632911392405,3.8169620253164567
220722,4.0,3.875,3.9583333333333335,3.9583333333333335,3.875,3.926666666666667
211428,4.208333333333333,4.166666666666667,4.0,4.125,4.083333333333333,4.085
239595,3.9,3.95,3.95,3.95,3.9,3.938
46471,3.875,4.0,4.0,3.8125,3.625,3.9000000000000004
27765,3.7222222222222223,3.5833333333333335,3.638888888888889,3.611111111111111,3.6666666666666665,3.6344444444444446
34163,3.8020833333333335,3.6666666666666665,3.8020833333333335,3.71875,3.8229166666666665,3.765833333333333
63250,4.0,4.25,4.5,4.0,4.0,4.26
155349,4.2,4.0,3.75,3.9,3.9,3.8839999999999995
170220,3.75,3.607142857142857,3.5357142857142856,3.4285714285714284,3.5357142857142856,3.557142857142857
213919,3.9456521739130435,3.858695652173913,3.7717391304347827,3.7065217391304346,3.7717391304347827,3.799130434782609
295244,4.034514925373134,3.9365671641791047,3.9757462686567164,3.980410447761194,3.9654850746268657,3.9703731343283555
92752,3.888888888888889,3.611111111111111,3.4305555555555554,3.4444444444444446,3.486111111111111,3.5161111111111105
211565,4.2162037037037035,4.026388888888889,4.081018518518518,4.0717592592592595,4.073611111111111,4.075833333333331
45957,4.252631578947368,4.563157894736842,4.671052631578948,4.507894736842105,4.631578947368421,4.595894736842105
203169,3.625,3.40625,3.40625,3.34375,3.34375,3.4025000000000003
175962,3.892857142857143,3.857142857142857,3.857142857142857,3.857142857142857,3.892857142857143,3.8671428571428565
351781,3.6666666666666665,3.5,3.6666666666666665,3.75,3.6666666666666665,3.6366666666666667
313476,4.125,4.1875,4.125,4.125,4.125,4.1425
217507,4.1,4.05,4.15,4.15,4.1,4.116
146312,3.7661290322580645,3.5725806451612905,3.661290322580645,3.6451612903225805,3.661290322580645,3.6467741935483873
65007,3.9642857142857144,3.892857142857143,3.9285714285714284,3.9642857142857144,4.0,3.94
80630,3.5,4.5,4.0,3.5,4.0,4.04
138243,3.1666666666666665,2.8333333333333335,3.0,3.1666666666666665,2.8333333333333335,2.953333333333333
117633,4.15,4.0,4.1,4.2,4.25,4.119999999999999
90857,3.8035714285714284,3.7142857142857144,3.7589285714285716,3.669642857142857,3.732142857142857,3.738928571428572
334335,4.25,4.166666666666667,4.166666666666667,4.166666666666667,4.25,4.19
253510,4.3,4.3,4.333333333333333,4.183333333333334,4.266666666666667,4.296
208281,3.75,3.6666666666666665,3.6666666666666665,3.5833333333333335,3.5833333333333335,3.65
110396,3.8722222222222222,3.611111111111111,3.561111111111111,3.566666666666667,3.577777777777778,3.597555555555555
104658,3.659090909090909,3.7954545454545454,3.909090909090909,3.8636363636363638,3.840909090909091,3.85
199164,3.75,3.75,3.4375,3.5625,3.5,3.5575
164597,4.1,3.65,4.25,4.1,4.25,4.0840000000000005
61459,3.283333333333333,2.8666666666666667,2.7333333333333334,2.875,2.8583333333333334,2.838000000000001
120484,3.875,4.125,4.125,4.125,4.125,4.11
282057,4.166666666666667,4.083333333333333,4.166666666666667,4.083333333333333,4.166666666666667,4.14
288330,3.8504784688995217,3.7188995215311005,3.729665071770335,3.761961722488038,3.736842105263158,3.741196172248804
59254,3.875,3.5,3.5,3.875,3.5,3.5599999999999996
48292,3.8833333333333333,4.216666666666667,4.233333333333333,4.1,4.233333333333333,4.195
209548,3.95,4.1,4.1,3.95,4.0,4.056
233572,4.15,4.225,4.2,4.15,4.2,4.2005
202056,4.0,3.625,3.3125,3.5625,3.4375,3.48
122712,4.125,4.375,4.375,4.25,4.375,4.35
77406,4.140625,4.078125,3.890625,3.8125,3.875,3.94
34966,3.3653846153846154,2.8365384615384617,2.75,2.8846153846153846,2.8365384615384617,2.8384615384615395
253513,3.9448818897637796,3.7913385826771653,3.858267716535433,3.956692913385827,3.8602362204724407,3.859921259842518
13742,4.172101449275362,4.0503623188405795,4.118840579710145,4.064492753623188,4.073188405797102,4.0917536231884055
197115,4.45,4.65,4.15,4.25,4.35,4.340000000000001
80029,3.875,3.9166666666666665,4.041666666666667,4.125,4.0,4.001666666666667
318013,3.8333333333333335,3.7777777777777777,3.8333333333333335,3.861111111111111,3.888888888888889,3.835555555555555
165937,3.522727272727273,3.272727272727273,3.25,3.2954545454545454,3.272727272727273,3.2827272727272727
172560,3.5833333333333335,3.5416666666666665,3.4166666666666665,3.375,3.4166666666666665,3.4550000000000005
80995,3.857142857142857,3.8214285714285716,4.178571428571429,3.75,4.142857142857143,4.027142857142858
4711,3.9166666666666665,3.6666666666666665,3.5833333333333335,3.5833333333333335,3.75,3.6566666666666663
14728,4.0625,3.6875,3.875,3.5625,3.75,3.785
164358,4.220588235294118,4.235294117647059,4.352941176470588,4.279411764705882,4.323529411764706,4.304705882352941
316009,4.166666666666667,4.125,4.125,4.083333333333333,4.041666666666667,4.108333333333333
52076,3.457547169811321,3.2216981132075473,3.1745283018867925,3.2452830188679247,3.202830188679245,3.216415094339623
250219,4.035714285714286,4.25,4.285714285714286,4.214285714285714,4.214285714285714,4.241428571428572
64493,3.5984848484848486,3.5,3.015151515151515,3.3257575757575757,3.0,3.1954545454545453
129396,4.0227272727272725,4.159090909090909,4.125,4.011363636363637,4.090909090909091,4.111363636363635
230518,3.7,3.9,3.9,3.85,3.8,3.864
66481,4.0,4.045454545454546,4.045454545454546,4.015151515151516,4.026515151515151,4.037424242424242
87044,3.625,3.625,3.5555555555555554,3.4027777777777777,3.513888888888889,3.554444444444444
83535,3.725,3.5,3.6125,3.5125,3.6,3.5799999999999996
193313,4.4,4.5,4.45,4.4,4.45,4.458
241872,4.15,4.175,4.15,4.15,4.125,4.152
44067,3.6666666666666665,3.1666666666666665,3.1666666666666665,3.4166666666666665,3.5,3.2900000000000005
148852,3.7,3.95,3.9,3.85,3.9,3.8980000000000006
127967,4.03125,4.09375,4.0625,4.03125,4.125,4.078749999999999
144031,3.75,3.6666666666666665,3.6666666666666665,3.7,3.6666666666666665,3.6766666666666663
299133,4.4,4.5,4.55,4.4,4.4,4.484
6237,3.5714285714285716,3.4285714285714284,3.2857142857142856,3.2857142857142856,3.642857142857143,3.408571428571429
70470,3.7857142857142856,4.357142857142857,4.428571428571429,3.9285714285714284,4.214285714285714,4.279999999999999
66194,4.0,3.5,3.0,3.5,3.0,3.23
19445,3.0,2.75,3.0,3.125,3.5,3.0524999999999998
103318,3.8181818181818183,3.6136363636363638,3.7954545454545454,3.840909090909091,3.772727272727273,3.7545454545454544
307820,4.25,4.25,4.3,4.35,4.4,4.311999999999999
175402,4.171428571428572,4.307142857142857,4.307142857142857,4.228571428571429,4.271428571428571,4.2862857142857145
280313,4.071428571428571,3.9642857142857144,4.142857142857143,4.107142857142857,4.178571428571429,4.101428571428571
34397,4.333333333333333,4.0,3.8333333333333335,3.3333333333333335,4.0,3.8866666666666667
43867,4.169117647058823,4.290441176470588,4.375,4.3088235294117645,4.272058823529412,4.315147058823531
214840,4.125,4.0625,4.1875,4.25,4.125,4.1525
271244,4.321428571428571,4.035714285714286,4.107142857142857,4.285714285714286,4.142857142857143,4.13
245407,4.39,4.43,4.46,4.44,4.46,4.448799999999999
178062,4.073529411764706,3.9411764705882355,4.073529411764706,4.014705882352941,4.0,4.022352941176472
155222,3.8392857142857144,3.857142857142857,3.857142857142857,3.875,3.9107142857142856,3.8700000000000006
261284,4.375,4.4375,4.375,4.4375,4.375,4.3975
49552,4.166666666666667,4.458333333333333,4.375,4.208333333333333,4.5,4.390833333333333
129197,4.166666666666667,4.072916666666667,4.104166666666667,4.15625,4.09375,4.104583333333333
262139,4.0,3.9,3.9,4.1,3.9,3.928
177003,3.5,3.5,3.4285714285714284,3.5,3.4285714285714284,3.4585714285714286
129655,4.0,4.0,4.0,4.0,4.0,4.0
335759,4.25,4.25,4.194444444444445,4.111111111111111,4.222222222222222,4.211111111111111
205891,3.977272727272727,3.909090909090909,3.8636363636363638,3.8863636363636362,3.7954545454545454,3.871818181818182
67106,3.9084362139917697,3.719650205761317,3.836934156378601,3.8055555555555554,3.8215020576131686,3.8070781893004093
25283,3.8095518867924527,3.683372641509434,3.639740566037736,3.6297169811320753,3.610259433962264,3.654245283018872
225405,3.9672619047619047,3.982142857142857,3.9672619047619047,3.9017857142857144,3.9672619047619047,3.9663095238095227
165733,4.25,4.125,4.083333333333333,4.083333333333333,4.083333333333333,4.1049999999999995
341665,4.181818181818182,4.2272727272727275,4.340909090909091,4.25,4.340909090909091,4.296363636363636
88766,4.125,4.125,4.25,3.9375,4.25,4.1825
63519,3.7756410256410255,3.6025641025641026,3.6923076923076925,3.608974358974359,3.7051282051282053,3.671538461538463
6060,2.2708333333333335,2.0416666666666665,1.9791666666666667,2.2291666666666665,2.3125,2.103333333333333
23954,3.7,3.5,3.6,3.6,3.5,3.5620000000000003
280632,4.35,4.4,4.3,4.25,4.25,4.316000000000001
31149,3.9166666666666665,4.166666666666667,4.166666666666667,4.0,4.166666666666667,4.135
189994,4.035714285714286,4.058035714285714,4.076785714285714,4.016964285714286,4.0375,4.058107142857143
206336,3.9375,4.25,4.0,4.0,4.0,4.0575
69905,3.875,3.3125,3.4375,3.5625,3.3125,3.42125
3055,3.9182464454976302,3.5556872037914693,3.7772511848341233,3.731042654028436,3.887440758293839,3.74995260663507
340939,4.083333333333333,4.0,3.75,3.8333333333333335,3.8333333333333335,3.8600000000000008
287975,3.6666666666666665,3.9166666666666665,3.8333333333333335,4.083333333333333,3.9166666666666665,3.8866666666666667
238388,4.125,4.0625,4.0,4.125,4.0625,4.050000000000001
319069,3.8333333333333335,4.0,4.083333333333333,4.166666666666667,4.083333333333333,4.06
290508,3.5833333333333335,3.75,3.75,3.6666666666666665,3.75,3.733333333333333
76299,4.025,3.95,3.925,3.925,3.875,3.9279999999999995
261736,4.395833333333333,4.270833333333333,4.354166666666667,4.375,4.3125,4.3308333333333335
199738,4.194444444444445,4.138888888888889,4.333333333333333,4.222222222222222,4.305555555555555,4.263333333333333
31806,4.0,3.9375,4.0625,3.9375,3.9375,3.9925
33344,3.3055555555555554,3.0833333333333335,3.1203703703703702,3.259259259259259,3.324074074074074,3.177777777777778
82101,3.625,3.625,3.75,3.375,3.75,3.675
236244,3.75,3.625,3.625,3.6875,3.625,3.64
82413,4.0,4.0,4.25,4.0,4.0,4.1
88449,3.5,3.5,3.5,4.0,4.0,3.65
263107,3.8333333333333335,3.5833333333333335,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.66
110301,4.0,4.25,4.5,4.5,4.25,4.36
320503,4.361111111111111,4.305555555555555,4.416666666666667,4.222222222222222,4.361111111111111,4.356666666666667
110204,3.25,3.6,3.45,3.5,3.3,3.45
200083,4.0,4.027777777777778,4.027777777777778,4.055555555555555,4.027777777777778,4.029999999999999
42865,3.636904761904762,3.625,3.6607142857142856,3.7023809523809526,3.7857142857142856,3.6811904761904763
99520,3.375,3.5,3.75,3.375,3.625,3.605
181242,4.0,3.9166666666666665,3.8333333333333335,3.75,3.8333333333333335,3.856666666666666
258750,4.1923076923076925,4.355769230769231,4.3076923076923075,4.25,4.259615384615385,4.299230769230769
253607,3.9416342412451364,3.7431906614785992,3.825875486381323,3.832684824902724,3.811284046692607,3.8127626459143964
67675,4.333333333333333,3.6666666666666665,3.8333333333333335,3.8333333333333335,3.6666666666666665,3.7900000000000005
323323,4.125,3.8125,3.9375,4.0625,3.9375,3.9349999999999996
204043,4.053030303030303,3.7803030303030303,3.852272727272727,3.8484848484848486,3.8295454545454546,3.8442424242424242
67555,4.0,2.5,1.75,2.75,2.0,2.215
39189,3.6,3.4,3.6,3.8,3.7,3.592
81838,4.308024691358025,4.354938271604938,4.394444444444445,4.32962962962963,4.3617283950617285,4.368740740740742
249010,3.5833333333333335,3.5,3.4166666666666665,3.4166666666666665,3.3333333333333335,3.4333333333333336
48195,4.2,3.7,4.0,4.1,4.1,3.97
